name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Washington,2011-11-22,16,10,11.7,16,8.5,11.4,11.1,95.82,14.37,,70.83,,,,33.5,16.7,89.7,1020.8,99.8,5,,,0,,2011-11-22T06:58:11,2011-11-22T16:49:55,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-11-23,17,7.8,13,17,4.1,12.2,8.5,75.41,6.46,,29.17,,,,62.5,34.8,284.6,1008.5,81.7,14.7,,,0,,2011-11-23T06:59:15,2011-11-23T16:49:24,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-11-24,16,3.8,9.5,16,1.9,8.4,0.4,55.56,0,,0,,,,44.8,27.3,285,1024,13.1,16,,,0,,2011-11-24T07:00:19,2011-11-24T16:48:55,1,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-11-25,17.3,3.6,9.6,17.3,1.7,9,2.5,64.2,0,,0,,,,,14,194.4,1024.2,21,16,,,0,,2011-11-25T07:01:23,2011-11-25T16:48:28,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-11-26,15.9,4,9.7,15.9,2.4,9.5,3.6,67.63,0,,0,,,,,10.5,161.8,1023.6,79.1,16,,,0,,2011-11-26T07:02:26,2011-11-26T16:48:03,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-11-27,21.8,7.8,13.8,21.8,6.7,13.5,8.2,70.5,0,,0,,,,49.1,30.7,219.1,1020.1,82,16,,,0,,2011-11-27T07:03:28,2011-11-27T16:47:40,0.03,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-11-28,20.9,11.1,16.1,20.9,11.1,16.1,11.3,74.46,0,,0,,,,35.3,20,114.7,1018.3,91.2,16,,,0,,2011-11-28T07:04:30,2011-11-28T16:47:19,0.07,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA"
Washington,2011-11-29,18.1,9.1,13.7,18.1,5.7,13.3,11,84.14,9.37,,29.17,,,,42.9,31.2,157.8,1009,90.4,14.4,,,0,,2011-11-29T07:05:31,2011-11-29T16:47:00,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-11-30,10,4.1,7.2,7.3,1.2,4.2,0,61.43,1.09,,4.17,,,,40.7,27.4,259.4,1010.9,60.2,16,,,0,,2011-11-30T07:06:31,2011-11-30T16:46:44,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-01,10.8,3.1,6.4,10.8,-1.8,4,-2.6,53.21,0,,0,,,,33.5,23.6,298.4,1025.1,0.1,16,,,0,,2011-12-01T07:07:31,2011-12-01T16:46:30,0.21,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-02,13,1.4,6.5,13,1.4,5.7,-0.7,62.77,0,,0,,,,,17.3,117.5,1029,19.9,15.9,,,0,,2011-12-02T07:08:29,2011-12-02T16:46:17,0.26,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-03,9.9,1.6,5.7,9.9,-1.1,4.4,-1.2,61.84,0,,0,,,,,15.4,151.2,1037,51.1,16,,,0,,2011-12-03T07:09:27,2011-12-03T16:46:07,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-04,12.1,2.9,7.3,12.1,2.9,6.7,3.6,77.98,0,,0,,,,,14.7,129.9,1032.4,53.5,15.4,,,0,,2011-12-04T07:10:23,2011-12-04T16:46:00,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-05,15.8,5.4,10.1,15.8,3.9,9.9,7.3,83.37,0,,0,,,,,10.1,160.9,1026,85.1,15.3,,,0,,2011-12-05T07:11:19,2011-12-05T16:45:54,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-06,15.7,13.1,14.2,15.7,13.1,14.2,13.4,95.09,6,,45.83,,,,33.5,22,186.8,1017.4,99.7,13.1,,,0,,2011-12-06T07:12:13,2011-12-06T16:45:50,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-07,15.1,3.2,11.5,15.1,-1.3,10.5,11,97.15,68.47,,87.5,,,,65.1,40.5,196.6,1007.4,99.4,7.6,,,0,,2011-12-07T07:13:07,2011-12-07T16:45:49,0.46,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-08,7,1.8,4.2,5.1,-2.5,0.8,-3.4,58.56,0.48,,16.67,,,,53.3,31.1,274.1,1022.2,47.8,16,,,0,,2011-12-08T07:13:59,2011-12-08T16:45:50,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-09,10,1.5,5.3,10,-0.1,4.4,0.1,70.45,0,,0,,,,,20.5,132.2,1026,51.7,16,,,0,,2011-12-09T07:14:50,2011-12-09T16:45:53,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-10,7.9,0.8,4.7,4.4,-2.4,1.6,-5.1,50.93,0,,0,,,,42.5,27.5,336.5,1028.4,52.4,16,,,0,,2011-12-10T07:15:39,2011-12-10T16:45:58,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-11,6,-1.4,1.8,6,-5.5,0.5,-8.1,49.99,0,,0,,,,,15.3,184.8,1037.2,0,16,,,0,,2011-12-11T07:16:27,2011-12-11T16:46:06,0.51,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-12,7.1,-2.2,2.6,6.1,-5.6,1.8,-2.9,67.87,0,,0,,,,,9.1,83.8,1034.8,57.6,15.9,,,0,,2011-12-12T07:17:14,2011-12-12T16:46:15,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-13,10.7,-0.9,4.8,10.7,-4.6,3.5,-3,59.87,0,,0,,,,31.3,23.7,283.8,1030.9,40.3,15.7,,,0,,2011-12-13T07:17:59,2011-12-13T16:46:27,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-14,10,3.5,6.8,9.6,3.5,6.2,0.7,66.03,0,,0,,,,,11,130.9,1029.1,90.3,15.9,,,0,,2011-12-14T07:18:43,2011-12-14T16:46:41,0.58,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-15,17.1,6.7,12,17.1,3.9,11,5.3,63.78,0.3,,8.33,,,,47.9,32.5,199.1,1018,87.4,16,,,0,,2011-12-15T07:19:25,2011-12-15T16:46:57,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-16,16.1,5.9,9.7,16.1,3.6,7.7,-0.5,50.12,0.16,,4.17,,,,48.8,27.1,307.1,1020.3,87.8,16,,,0,,2011-12-16T07:20:06,2011-12-16T16:47:15,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-17,5.9,0.6,3.9,2.6,-2.4,0.3,-4.4,55.68,0,,0,,,,35.1,25.3,303.5,1023,76.4,16,,,0,,2011-12-17T07:20:45,2011-12-17T16:47:35,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-18,6.6,0.6,2.7,3.3,-2.4,-0.1,-4.6,59.38,0,,0,,,,29.5,21,276.4,1025.4,71,16,,,0,,2011-12-18T07:21:22,2011-12-18T16:47:57,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-19,10.8,-2.1,4.7,10.8,-4.9,2.6,-2.1,63.42,0,,0,,,,,21.6,204.2,1022.8,51,15.9,,,0,,2011-12-19T07:21:58,2011-12-19T16:48:21,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-20,13.1,8.1,10.2,13.1,8,10.1,2.7,59.7,0.07,,4.17,,,,,12.4,148.3,1020.4,93.6,16,,,0,,2011-12-20T07:22:32,2011-12-20T16:48:47,0.89,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-21,16.1,8.1,12.5,16.1,6.5,12.2,10,85.25,2.54,,33.33,,,,42.5,29.3,199.7,1013.9,93.4,14.6,,,0,,2011-12-21T07:23:04,2011-12-21T16:49:15,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-22,15.8,8,12,15.8,7.9,11.9,7.9,76.58,8.18,,16.67,,,,,11.2,103.2,1016.9,87.1,14.6,,,0,,2011-12-22T07:23:34,2011-12-22T16:49:46,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-23,11,6.5,9.5,11,2.9,8.1,3.8,69.35,8.72,,16.67,,,,46.9,34,275.7,1018.1,81.8,14.9,,,0,,2011-12-23T07:24:02,2011-12-23T16:50:18,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
Washington,2011-12-24,7.8,2.5,5.9,6.8,0.7,3.7,-2.8,55.16,0.17,,8.33,,,,51.6,32.9,243.6,1029.1,58.4,16,,,0,,2011-12-24T07:24:29,2011-12-24T16:50:52,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-25,8.9,0.6,4.4,7.8,-2.4,2.1,-1,68.47,0,,0,,,,,19.6,184.6,1023.5,32.3,16,,,0,,2011-12-25T07:24:53,2011-12-25T16:51:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-26,9.9,2,6.9,7.6,-1,4.5,-2.9,50.62,0.15,,4.17,,,,47.9,37.3,267.1,1024.3,54.6,16,,,0,,2011-12-26T07:25:15,2011-12-26T16:52:05,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-27,12.1,3.6,6.9,12.1,0.9,5,3.2,77.64,16.05,,33.33,,,,53.6,29,185.7,1009.4,85.3,13.8,,,0,,2011-12-27T07:25:36,2011-12-27T16:52:44,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-28,8.8,1.8,5.7,5.4,-2.2,2.4,-3.8,51.7,0,,0,,,,56.5,36.7,293.9,1008.7,51.3,16,,,0,,2011-12-28T07:25:54,2011-12-28T16:53:25,0.08,Partially cloudy,Clearing in the afternoon.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-29,6,-0.4,3.1,5.8,-2.8,1.1,-4.3,58.5,0,,0,,,,,14.4,186.4,1017,72.2,16,,,0,,2011-12-29T07:26:11,2011-12-29T16:54:08,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-30,12,1.9,6.5,12,0.3,5.3,0.1,64.38,0,,0,,,,,16.8,179.4,1015.2,69.7,16,,,0,,2011-12-30T07:26:25,2011-12-30T16:54:52,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2011-12-31,16.7,8,11.4,16.7,6.5,11.2,4.1,61.79,0,,0,,,,44.3,32.7,266.9,1013.9,72,16,,,0,,2011-12-31T07:26:37,2011-12-31T16:55:38,0.21,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
