name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Washington,2010-09-20,26.6,18.8,22.5,26.6,18.8,22.5,9.5,48.4,0,,0,,,,38.9,25.3,176.5,1017.3,21.7,16,,,0,,2010-09-20T06:53:53,2010-09-20T19:08:32,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-21,26.7,13.5,20.1,26.5,13.5,20.1,9.5,52.01,0,,0,,,,,16.8,148.2,1021.9,2,16,,,0,,2010-09-21T06:54:47,2010-09-21T19:06:55,0.48,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-22,34,19.9,25.8,35.5,19.9,26.6,17.3,60.39,0,,0,,,,35.3,23.5,173.5,1018.1,37.1,15.9,,,0,,2010-09-22T06:55:41,2010-09-22T19:05:19,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-23,33.1,21.6,26.9,34.2,21.6,27.5,18.9,63.67,0,,0,,,,,15.7,113.7,1020.6,40.7,15.7,,,0,,2010-09-23T06:56:36,2010-09-23T19:03:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-24,36.7,22.5,28.3,36.7,22.5,28.7,18.8,61.05,0,,0,,,,44,28.8,161.3,1017.6,34.2,12.5,,,0,,2010-09-24T06:57:30,2010-09-24T19:02:06,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-25,33.7,23,27.6,33.1,23,27.6,15.3,48.37,0,,0,,,,29.5,22,207.5,1011.8,47.4,15.3,,,0,,2010-09-25T06:58:25,2010-09-25T19:00:30,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-26,24.9,17,20.8,24.9,17,20.8,12.3,59.53,0.36,,8.33,,,,,22.8,112.9,1015.6,96.8,16,,,0,,2010-09-26T06:59:19,2010-09-26T18:58:54,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-27,25.7,17.8,21.9,25.7,17.8,21.9,19.7,87.61,7.81,,66.67,,,,52.5,31.1,109.6,1011.5,98.9,14,,,0,,2010-09-27T07:00:14,2010-09-27T18:57:18,0.58,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-28,28.1,20.7,24,28,20.7,24.1,17.4,69.03,0.02,,4.17,,,,45,30.6,201.2,1005.7,87.9,16,,,0,,2010-09-28T07:01:10,2010-09-28T18:55:43,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-29,20.6,15.8,18.3,20.6,15.8,18.3,12.9,71.13,1.91,,20.83,,,,,15.2,174.5,1013.6,77.8,15.6,,,0,,2010-09-29T07:02:05,2010-09-29T18:54:08,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-09-30,26.7,18.1,22.5,26.7,18.1,22.5,20.7,89.84,111.41,,91.67,,,,61.3,43.6,138.2,1004,99.7,9.7,,,0,,2010-09-30T07:03:01,2010-09-30T18:52:33,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-01,22.9,16.5,19.3,22.9,16.5,19.3,12,64.97,16.98,,25,,,,53.2,35.8,290.8,1006.8,67.5,15.5,,,0,,2010-10-01T07:03:56,2010-10-01T18:50:58,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-02,21.6,10.7,16.5,21.6,10.7,16.5,7.1,55.27,0,,0,,,,,20,173.6,1015.4,4.1,16,,,0,,2010-10-02T07:04:52,2010-10-02T18:49:24,0.83,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-03,18,11.5,14.7,18,11.5,14.7,10.5,76.77,8.54,,29.17,,,,,25.5,57.3,1016.9,73.1,14.8,,,0,,2010-10-03T07:05:49,2010-10-03T18:47:50,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-04,13.1,10.6,11.9,13.1,10.6,11.9,9.1,83.25,12.03,,58.33,,,,38.9,27,269.6,1019.8,94,12.5,,,0,,2010-10-04T07:06:45,2010-10-04T18:46:16,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-05,16.6,9.9,12.9,16.6,7.2,12.6,6.2,64.33,0,,0,,,,38.9,31.7,303.6,1019.1,92.4,16,,,0,,2010-10-05T07:07:42,2010-10-05T18:44:43,0.97,Overcast,Cloudy skies throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-06,15.8,11.6,13.6,15.8,11.6,13.6,6.8,63.74,0.68,,4.17,,,,34.9,22.1,264.1,1014.4,92.6,16,,,0,,2010-10-06T07:08:39,2010-10-06T18:43:10,0.99,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-07,24.1,10.6,17.3,24.1,10.6,17.2,8.4,59.94,0,,0,,,,42.4,26.3,257.3,1010.8,27.9,15.9,,,0,,2010-10-07T07:09:36,2010-10-07T18:41:38,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-08,25.7,11.7,18.9,25.7,11.7,18.9,7.4,49.85,0,,0,,,,,18.1,226.5,1016.4,0,16,,,0,,2010-10-08T07:10:34,2010-10-08T18:40:07,0,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-09,28,12.6,19.3,26.9,12.6,19.2,9.8,58.88,0,,0,,,,28.3,21.7,212.2,1014.8,22.2,16,,,0,,2010-10-09T07:11:32,2010-10-09T18:38:36,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-10,24.9,12.9,18.6,24.9,12.9,18.6,11,62.04,0,,0,,,,,20,130.5,1013.7,11.4,16,,,0,,2010-10-10T07:12:30,2010-10-10T18:37:05,0.05,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-11,30.7,16.6,22.5,29.4,16.6,22.3,14.2,63.38,0,,0,,,,29.5,17.9,164.1,1009.7,66.2,16,,,0,,2010-10-11T07:13:28,2010-10-11T18:35:35,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-12,28,17.4,21.1,27.7,17.4,21.1,13.6,64.45,0,,0,,,,42.1,16.1,205.5,1009.5,44.2,15.9,,,0,,2010-10-12T07:14:27,2010-10-12T18:34:06,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-13,20.8,11.8,16.1,20.8,11.8,16.1,6.3,53.6,0,,0,,,,,21.3,55,1016,28,16,,,0,,2010-10-13T07:15:26,2010-10-13T18:32:38,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-14,15.7,12,13.9,15.7,12,13.9,10.7,81.5,33.66,,37.5,,,,35.3,24.1,186,1011.3,80.8,13.4,,,0,,2010-10-14T07:16:26,2010-10-14T18:31:10,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-15,17.8,10.6,13.8,17.8,10.6,13.8,4.1,53.28,0,,0,,,,50.6,28.9,275.9,1007.6,62.6,16,,,0,,2010-10-15T07:17:26,2010-10-15T18:29:43,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-16,19.1,11.3,15,19.1,11.3,15,3.1,46.05,0,,0,,,,50.1,37.1,294.5,1014.1,14.3,16,,,0,,2010-10-16T07:18:26,2010-10-16T18:28:17,0.33,Clear,Clear conditions throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-17,24,8.7,16.2,24,7.2,15.9,6.8,57.01,0,,0,,,,33.5,22.2,209.9,1015.2,20.5,16,,,0,,2010-10-17T07:19:26,2010-10-17T18:26:52,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-18,19,12.5,15.5,19,12.5,15.5,6.8,58.07,0,,0,,,,,9.3,102.8,1015,60.6,16,,,0,,2010-10-18T07:20:27,2010-10-18T18:25:28,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-19,16.9,11.7,13.6,16.9,11.7,13.6,9.1,74.66,0.26,,4.17,,,,,24.3,75.6,1013.8,88.7,16,,,0,,2010-10-19T07:21:28,2010-10-19T18:24:04,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-20,14.8,11.8,13,14.8,11.8,13,10.6,85.3,0.51,,12.5,,,,,13.8,146,1012.9,90.7,12.9,,,0,,2010-10-20T07:22:30,2010-10-20T18:22:41,0.47,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-21,20.7,10.3,14.6,20.7,10.3,14.5,5.8,61.89,0,,0,,,,47.1,31.2,259.6,1007.6,48.5,15,,,0,,2010-10-21T07:23:32,2010-10-21T18:21:20,0.49,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-22,14.9,7.8,12,14.9,6.7,11.9,0.3,45.33,0,,0,,,,40.7,27.3,276.8,1018.8,36.2,16,,,0,,2010-10-22T07:24:34,2010-10-22T18:19:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-23,21,5.7,12.8,21,3.2,12.1,5,62.35,0,,0,,,,,21.4,199,1023.3,36.3,16,,,0,,2010-10-23T07:25:37,2010-10-23T18:18:40,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-24,22.1,13,16.8,22.1,13,16.8,10,65.13,0,,0,,,,,16.4,191,1019.7,78.9,16,,,0,,2010-10-24T07:26:40,2010-10-24T18:17:21,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-25,23.9,13.9,19.1,23.9,13.9,19.1,14.8,76.55,0,,0,,,,44.4,26,192.6,1013,77.3,16,,,0,,2010-10-25T07:27:43,2010-10-25T18:16:04,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-26,23.2,17,20.2,23.2,17,20.2,17.2,83.27,0,,0,,,,45.3,29.2,188.1,1010.7,93.9,16,,,0,,2010-10-26T07:28:46,2010-10-26T18:14:48,0.56,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-27,23.9,19.9,21.8,23.9,19.9,21.8,19.9,88.96,30.41,,45.83,,,,50.3,23.7,194,1011.5,95.4,13.7,,,0,,2010-10-27T07:29:50,2010-10-27T18:13:33,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-28,26,14.9,20.8,26,14.9,20.8,11.5,62.64,0.04,,4.17,,,,49.8,32.8,253.7,1012.8,69.6,15.9,,,0,,2010-10-28T07:30:54,2010-10-28T18:12:19,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-29,14,8.9,11.5,14,6.5,10.9,0.3,46.38,0,,0,,,,56.5,35.3,315.7,1019.7,54.6,16,,,0,,2010-10-29T07:31:59,2010-10-29T18:11:06,0.7,Partially cloudy,Becoming cloudy in the afternoon.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-30,15,3.8,10,15,1.3,9.3,1,55.57,0,,0,,,,40.7,27,218.7,1019.1,59.8,16,,,0,,2010-10-30T07:33:04,2010-10-30T18:09:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-10-31,18.8,8,12.8,18.8,6,12.4,2.8,53.1,0,,0,,,,42.2,29.1,275.9,1013.4,60,16,,,0,,2010-10-31T07:34:09,2010-10-31T18:08:45,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-01,12.7,4.8,8.8,12.7,2.3,7.6,-0.9,51.34,0,,0,,,,27.7,19.1,237.3,1027.1,42.4,16,,,0,,2010-11-01T07:35:14,2010-11-01T18:07:36,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-02,11.7,3.4,6.7,11.7,-0.5,4.8,-1.2,58.21,0,,0,,,,,17.4,50.3,1031,49.9,16,,,0,,2010-11-02T07:36:20,2010-11-02T18:06:29,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-03,13.8,4.6,9,13.8,2.2,8.7,4.1,72.11,0.97,,4.17,,,,,14.6,105.5,1021.4,88.3,16,,,0,,2010-11-03T07:37:26,2010-11-03T18:05:23,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-04,10.7,9.1,10.3,10.7,6.5,9.2,8.7,89.95,35.54,,87.5,,,,,23.2,216.2,1003.6,100,9.5,,,0,,2010-11-04T07:38:32,2010-11-04T18:04:19,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-05,14,7.6,10,14,5.2,8.8,3.2,64.31,0.04,,4.17,,,,40.5,27.6,300.8,1004,71.4,16,,,0,,2010-11-05T07:39:38,2010-11-05T18:03:16,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-06,11,3.8,7.7,11,0.2,5.5,0.5,61.73,0,,0,,,,31.3,21.4,311.2,1020.8,55.7,16,,,0,,2010-11-06T07:40:44,2010-11-06T18:02:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-07,11,2.1,6.8,11,-1.1,4.3,-1,59.27,0,,0,,,,36.7,27.6,324.6,1026.1,27.2,16,,,0,,2010-11-07T06:41:51,2010-11-07T17:01:15,0.01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-08,17,4.9,11.1,17,2,9.9,-2.1,40.8,0,,0,,,,47.9,29.9,315.3,1012.6,24.8,16,,,0,,2010-11-08T06:42:57,2010-11-08T17:00:17,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-09,17,6.8,12,17,4.9,11.3,2.2,51.67,0,,0,,,,40.7,24.8,306,1013.9,12.7,16,,,0,,2010-11-09T06:44:04,2010-11-09T16:59:20,0.06,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-10,17.7,7.9,12.4,17.7,5.8,11.6,5.7,64.72,0,,0,,,,29.5,19.8,303.5,1019.7,22.7,16,,,0,,2010-11-10T06:45:11,2010-11-10T16:58:25,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-11,16.8,5.7,10.5,16.8,2.9,9.9,1,54.92,0,,0,,,,,23.2,114.4,1028.1,1,16,,,0,,2010-11-11T06:46:18,2010-11-11T16:57:32,0.14,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-12,18,2.9,9.4,18,0.4,8.7,-1.9,50.46,0,,0,,,,,13.2,131,1029.2,6.1,16,,,0,,2010-11-12T06:47:25,2010-11-12T16:56:40,0.19,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-13,18.9,2.7,10.2,18.9,0.4,9.9,0.3,54.21,0,,0,,,,,8.9,108.8,1023.2,31.5,16,,,0,,2010-11-13T06:48:32,2010-11-13T16:55:51,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-14,17.8,4.6,10.2,17.8,4.6,10.2,3.6,66.29,0,,0,,,,,16.3,107.9,1018.1,64.5,16,,,0,,2010-11-14T06:49:38,2010-11-14T16:55:03,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-15,14.1,8.8,10.7,14.1,6.7,10.4,8,84.2,2.56,,8.33,,,,,16.1,78.2,1016.3,94.9,12.5,,,0,,2010-11-15T06:50:45,2010-11-15T16:54:17,0.33,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-16,17.8,10.6,13,17.8,10.6,13,11.2,88.82,9.57,,70.83,,,,40.7,31.3,73.9,1011.4,98.3,9.5,,,0,,2010-11-16T06:51:52,2010-11-16T16:53:32,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-17,17.8,8.7,13.8,17.8,6.8,13.6,5.3,59.34,4.13,,12.5,,,,86.4,35.4,250.7,1009.3,46.7,15.7,,,0,,2010-11-17T06:52:58,2010-11-17T16:52:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-18,13.9,5.4,9.6,13.9,4.5,8.8,1.1,56.39,0,,0,,,,35.3,23.9,264.2,1020.8,44.3,16,,,0,,2010-11-18T06:54:04,2010-11-18T16:52:09,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-19,11.7,3.1,7.9,11.7,0.6,6.9,-0.4,57.63,0,,0,,,,31.3,23.6,258,1025.3,28.7,16,,,0,,2010-11-19T06:55:10,2010-11-19T16:51:31,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-20,18.1,4,10.1,18.1,0.7,9.2,2.8,62.52,0,,0,,,,29.5,19.4,209,1023.6,60.2,16,,,0,,2010-11-20T06:56:16,2010-11-20T16:50:54,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-21,14,5.7,9.8,14,4.1,9.4,4,68.18,0,,0,,,,,14.6,57.6,1029.8,78.2,15.1,,,0,,2010-11-21T06:57:21,2010-11-21T16:50:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-22,16.1,9.1,12,16.1,7,11.6,8.9,82.24,0,,0,,,,,17.7,151.8,1025.3,83.5,11.4,,,0,,2010-11-22T06:58:26,2010-11-22T16:49:47,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-23,20,11.1,15.5,20,11.1,15.5,7.9,63.77,0,,0,,,,40.7,24.3,229.6,1015.7,74.9,16,,,0,,2010-11-23T06:59:31,2010-11-23T16:49:16,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-24,13.1,5.7,8.1,13.1,1.8,5.9,-3.7,44.07,0,,0,,,,40.7,22.3,312.5,1023.9,47.9,16,,,0,,2010-11-24T07:00:35,2010-11-24T16:48:48,0.54,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-25,12,5.9,8.9,12,4.5,8.2,2.5,64.67,0.77,,16.67,,,,,20.1,142.8,1019,99.9,15.8,,,0,,2010-11-25T07:01:38,2010-11-25T16:48:21,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-26,15.9,5.7,11.3,15.9,1.9,10.1,3.8,63.08,0.3,,8.33,,,,46.5,29.5,272.5,1006.2,92.4,15.3,,,0,,2010-11-26T07:02:41,2010-11-26T16:47:57,0.63,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-27,8,0.8,4.6,4.5,-2.4,1,-6.6,44.44,0.04,,4.17,,,,54.8,31.2,291.3,1014.2,46.9,16,,,0,,2010-11-27T07:03:43,2010-11-27T16:47:34,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-28,9.1,0.8,4.9,9,-2.4,2.8,-4.8,50.22,0,,0,,,,,20,220.5,1028.2,21.2,16,,,0,,2010-11-28T07:04:45,2010-11-28T16:47:14,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-29,10.7,0.3,5.8,10.7,-2.4,4.9,0.2,68.71,0,,0,,,,,14.4,110.3,1032,42.1,15.6,,,0,,2010-11-29T07:05:46,2010-11-29T16:46:56,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-11-30,17,9,13.1,17,7.4,12.8,9.7,80.07,0.86,,16.67,,,,46.4,23.8,86.9,1022.4,99.8,15.8,,,0,,2010-11-30T07:06:46,2010-11-30T16:46:40,0.85,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-01,18.1,2.8,10.8,18.1,-0.7,8.5,5.2,70,20.48,,41.67,,,,62.4,44,247.2,1009.5,82.2,14.3,,,0,,2010-12-01T07:07:45,2010-12-01T16:46:26,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-02,5.9,0.4,3,2.2,-2,0.4,-5.4,54.71,0,,0,,,,29.5,24.8,295,1021.4,71.9,16,,,0,,2010-12-02T07:08:43,2010-12-02T16:46:14,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-03,5.6,1,3.1,2.5,-4.3,-0.4,-4.8,56.57,0,,0,,,,31.3,23.1,318.7,1019.7,78.1,16,,,0,,2010-12-03T07:09:41,2010-12-03T16:46:05,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-04,5.9,-0.9,2.2,3.2,-6.4,-1.6,-7,51.29,0,,0,,,,29.5,20.2,310.7,1015.2,56.8,16,,,0,,2010-12-04T07:10:37,2010-12-04T16:45:58,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-05,4,-0.1,2.1,-0.8,-6.3,-3.2,-8.4,46.14,0.19,,12.5,,,,59.2,38.6,309.3,1010.9,88.2,16,,,0,,2010-12-05T07:11:32,2010-12-05T16:45:52,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-06,3,-1,0.7,-2.5,-7.5,-4.9,-10.6,42.76,0.16,,12.5,,,,62,43,285.8,1009,66.4,16,,,0,,2010-12-06T07:12:26,2010-12-06T16:45:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-07,1.7,-2.2,-0.7,-4.2,-8.6,-6.7,-12.2,41.62,0,,0,,,,54.6,36.7,291.1,1009.8,65.7,16,,,0,,2010-12-07T07:13:19,2010-12-07T16:45:49,0.02,Partially cloudy,Partly cloudy throughout the day.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-08,1.9,-3.3,-1.2,-2.5,-9.1,-6.1,-12.5,42.49,0,,0,,,,46.2,32.8,288.2,1018.7,24.3,16,,,0,,2010-12-08T07:14:11,2010-12-08T16:45:50,0.04,Partially cloudy,Becoming cloudy in the afternoon.,wind,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington,2010-12-09,2.8,-3.5,-0.9,-0.5,-7.4,-4.5,-10.6,48.72,0,,0,,,,29.5,21.8,257.9,1026.8,19.3,16,,,0,,2010-12-09T07:15:02,2010-12-09T16:45:54,0.07,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
